,(失敗)看DBModule,(成功)看DBModule,*分類後結果,123,API 結果判斷,API參數設定,API呼叫失敗,API是否呼叫成功,API發送,API錯誤,API錯誤返回主選單,Azure檔案上傳失敗,Bing 搜尋,Echo,FileCovertBase64Plugin,Get Token,Google Detection API,Google 搜尋,LLM,LLM結果,LLM製圖詠唱咒語,Message變數設定,OCR文字辨識,OCR文字辨識結果,OCR變數設定,PPT產生器,TEMP,Text to Speech,[API] 取得手機條碼,[API] 手機條碼修改,[API] 手機條碼設定,[功能] 手機條碼維護,[腳本]中文翻譯/合約摘要,[腳本]台新腦模擬中文翻譯/合約摘要,[處理前] message資料,[處理後] message資料,adcard,apiResponse,fewShotPrompt,isEnableContextAwareness,jsonparse,llmModuleMessages,messageModuleOutput,result,systemPrompt,temp,tools,upload to azure,url,上傳Azure後_確認voiceFileLinks,上傳成功提示,上傳檔案並轉為Base64字串,上傳附件插件,上傳音訊檔,下載指定任務之檔案(逐字稿),不是輸入文字,不等待,中文翻譯,中文翻譯提示,串接文字結果,主選單,以表格摘要訪談紀錄,使用模組參數值,修改員工的手機條碼,偵測文章語系,偵測語系,偵錯,偵錯建立任務,偵錯待處理檔案,偵錯文字檔Plugin Response,偵錯文字檔檔案連結,偵錯訊息處理模組處理結果,儲存上個節點資訊,入口是否為GaiAgent,內容摘要,內容摘要提示,再來一次,再次檢核並輸出,分類附件(全部都支援/附件相關分類),初始index次數,初始變數,判斷 API 呼叫結果,判斷API Status,判斷IM,判斷upload to azure是否成功,判斷上傳方式,判斷任務是否完成,判斷使用哪一種模型,判斷使用哪一種語音技術,判斷使用哪個語音轉文字服務,判斷使用引擎,判斷回傳Data是否存在,判斷成功或失敗,判斷按鈕動作,判斷是否retry,判斷是否啟用情境理解,判斷是否已有文章,判斷是否已有綁定手機條碼,判斷是否已有輸入,判斷是否有 toolCall 待處理,判斷是否有file待處理,判斷是否有圖片生成模型,判斷是否有引擎設定,判斷是否有語音文字檔待處理,判斷是否有資料,判斷是否為測試模式,判斷是否用量配額用盡,判斷是否翻譯其他文章,判斷是否處理附件,判斷是否轉換成功,判斷是否需要執行 function call,判斷有無files,判斷有無說服成功,判斷等待次數是否超過,判斷語音轉文字是否已完成,判斷輸入文字或附件,判斷輸入是否有輸入文字,利用LLM將履歷轉為json,利用LLM產生問題,前往 滿意度調查,功能說明,功能選單,加入回傳結果,取得 toolCalls,取得allFiles、替換Azure連結,取得大語言模型,取得對話及生成吉卜力圖片,取得手機條碼,取得檔案,取得的檔案,取得錯誤訊息,取消,只留下成功的任務,台新證劵小幫手主選單,台新證劵小幫手功能選單,合約摘要,呼叫 API 後判斷模組,呼叫 API 發生錯誤,呼叫 DbGateway API (RawSql),呼叫 DbGateway API (Stored Procedure),呼叫 FunctionCall 處理模組,呼叫 dall e-3生成圖片,呼叫AOAI API,呼叫API,呼叫API加入標點符號,呼叫API產生文案,呼叫API進行摘要,呼叫API進行比對,呼叫API進行翻譯,呼叫「LLM 模組」模組,呼叫「網路搜尋模組」模組,呼叫取得結果 API,呼叫呼叫 API 後判斷模組,呼叫圖片生成模組,呼叫文字檔轉文字模組,呼叫文字轉語音API,呼叫檔案上傳模組,呼叫檔案轉圖片模組,呼叫生成圖片 API,呼叫生成圖片API,呼叫網路搜尋模組,呼叫聊天完成 API,呼叫聊天完成 API(v2),呼叫訊息處理模組,呼叫語音轉文字API,呼叫語音轉文字模組,回主選單,回傳,回傳結果,回迎賓,回選單,回首頁,圖片上傳到 FileServer,圖片生成小助手,執行SQL指令,填寫滿意度調查,將 required tool call 加入對話紀錄中,將 toolCallOutput 加入 toolCallOutputs,將 toolCallOutputs 加入對話紀錄中,將檔案或輸入文字組進對話紀錄中,將答案加入對話紀錄中,將翻譯結果更改成翻譯文章,對話紀錄清理與限制,履歷比對,建立任務,從6個prompt選一個生圖,從allFiles中獲得currentFile,成功提示,手機條碼修改,手機條碼修改完成,手機條碼已設定,手機條碼未設定,手機條碼申請教學,手機條碼設定完成,批次取得任務,批次取得檔案內容,批次呼叫AOAI,把對話畫成吉卜力圖片,排除非預期的funcation call,提示下一步,提示收到檔案,提示詞,插件結果,支票OCR,教育訓練題目生成,整合voiceFileLinks的wavFile,整理 (有啟用的) function call,整理 function call,整理 toolCalls,整理任務,整理使用大語言模型,整理呼叫條件,整理呼叫結果,整理圖片生成結果,整理後的llmMessages,整理搜尋結果,整理檔案內容,整理檔案對應,整理檔案與Base64String,整理檔案連結,整理輸入,整理逐字稿內容,文字檔轉文字,文字檔轉文字 txtFiles,文章摘要設定(ac),新增員工的手機條碼,是否啟用流量控管,是否成功,是否摘要其他文章,是否有上傳檔案,是否輸入文字,是否還有檔案,是否還有檔案要處理,更新並保留支援的附件,更新對話紀錄,未命名,未命名 - 2,查無任何手機條碼,查詢員工手機條碼,查詢員工的手機條碼,查詢手機條碼,根據 function 處理,根據LLM判斷履歷是否符合職缺要求,模型選擇,模擬資料,檔案上傳,檔案是否符合限制頁數範圍,檔案資料前處理,檔案超過限制,檢查allFiles,檢查json,檢查文法,檢查是否存在有不支援的檔案類型,檢核員工是否有設定手機條碼,清空附件資料,測試輸出,準備 toolCallOutputs,準備批次呼叫API資料,滿意度調查,無法處理toolCall的回覆,無法辨識輸入內容,獲得時間戳記,生圖,產生FAQ,產生結果,由大語言模型列表取模型,發生錯誤時回覆結果設定,發生錯誤時的生成結果設定,發票OCR,發票掃描結果預覽,確認任務狀況,確認使用者提示(UserPrompt),確認使用者提示是否有輸入,確認是否有要執行function call,確認替換後的convertedFiles,確認替換後的imageFiles,符合插件input-imagesFiles,等待user上傳檔案,等待user輸入QA數量,等待使用者上傳檔案,"等待時間為30秒,60秒就詢問使用者是否要繼續等待",系統處理訊息,組SQL,組成錯誤訊息格式&清空已上傳資料,結束,結束前_確認voiceFileLinks,結束所有腳本,結束模組,結束目前模組,結束目前的模組,結束目前的腳本,結束目前腳本,結果,結果輸出提示,編輯,編輯發票,繼續對話,翻譯或摘要,翻譯英、韓,職缺條件標準化,處理取回的檔案連結,處理可翻譯語系,處理回傳結果,處理回傳結果(原本是批次結果整合成一次),處理完成結果,處理摘要設定,處理文案prompt,處理文案結果,處理經由插件結果imagesFiles,處理輸出,處理音檔語系,計算 Signature (C#),訊息遮罩,設定AccessTokenObject,設定假資料(有設定),設定初始值,設定文章摘要初始值,設定新文章,設定目前 base64String,設定目前 toolCall,設定翻譯語系,設定表單初始值（假資料）,設定表單預設值,設定變數,詠唱中,詢問是否要繼續等待,詢問是否要重新上傳,語系,語音檔案連結,語音轉文字,語音轉文字 mp3Files,語音轉文字參數整理,語音轉文字結果,調整 MP3 Base64,請使用者輸入文字,請敘述你想繪製的圖片,請繼續輸入,"請輸入該職缺的""條件要求""",請重新操作,變數初始,超過 retry 上限,跳轉回主選單,輸入,輸入參數,輸入特徵,輸入第二篇文章,輸入訊息,輸出資料整合,轉成特定json格式,轉換中請稍候,轉換中請稍候-10秒,轉換中請稍候-3秒,轉換中請稍候-6秒,轉換中請稍候-9秒,送出,送出!,透過插件提取文字,進入,選單,選擇下一步,選擇難易度,重新上傳,鋼筆銷售,錯誤訊息,附件轉圖片結果,附件轉圖片連結,音訊檔轉為 wav,顯示三版結果,顯示搜尋結果,顯示整理完messages,顯示校正後文章,顯示發票,顯示結果,顯示資料,顯示錯誤
(失敗)看DBModule,1.2486376710855528e-06,0.0,0.0,0.0,2.6288770023101603e-06,2.8907287794402174e-06,0.0,0.0,0.0,4.165472426373296e-06,1.49335707969514e-06,1.2008984096304269e-05,3.6537670809285663e-06,1.5791365352494047e-06,7.81076703296111e-06,4.0051105453509145e-05,3.0655370817411948e-06,4.15417355165278e-06,0.0,0.0,0.0,8.708875251888101e-07,6.336424810894269e-07,0.0,0.0,1.0145208264493867e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.034192037441729e-07,2.599549897384175e-05,1.2485572614911611e-05,0.0,2.0724373454769466e-06,7.899596296371846e-05,0.0,0.0,7.47035643424326e-05,0.00019457290501625804,9.874293070839558e-07,0.000115727118693476,1.663365008269139e-08,8.211216405524925e-05,8.898184267121659e-06,0.0,5.726022700928837e-07,0.0,0.0,2.0479790074713974e-06,0.0,1.4025549368673845e-06,0.0,5.643280324275618e-06,0.0,0.0,2.3538802056037567e-06,0.0,2.2108824237913487e-06,0.0,0.0,1.140376929719505e-06,2.4365630141060883e-06,5.641876256283962e-06,1.5449495806359941e-06,0.0002593784003092207,2.4711134844512714e-06,2.411262883277647e-05,0.0,3.5838131113758765e-06,0.0,3.7165283583612812e-06,0.0,0.0,4.2373388877720394e-07,0.000151317772272984,0.0,1.0428490734372217e-06,6.685365860791593e-08,0.0,0.0,0.0,0.0001674733769939696,3.872686822895492e-08,0.0,0.00034260514007551754,0.0,0.0,9.117350300472121e-07,0.0,9.389580668732843e-06,1.8795787751840566e-06,0.00010576146671297409,3.856550190322869e-06,0.0,2.640771075943204e-06,0.0,0.0,2.4824235144439817e-06,1.2597254768475205e-06,7.544999746994108e-06,0.0,1.3504483273931043e-06,8.383161693787541e-07,0.0,8.108318854588738e-06,0.0,0.0,0.0,0.0,0.0,0.0,5.799741185439109e-06,4.395005871186646e-05,9.453525343766041e-07,7.49847936214993e-07,5.276436052879479e-06,9.825130025331027e-07,0.0,2.2328709487572753e-06,1.4448097576278603e-05,0.0002858353174640599,0.0,0.0,0.0,0.0,0.0,0.0,1.8381060342914961e-06,4.181526667558834e-07,0.0,0.0,2.9616426608003465e-06,0.0,0.0,0.0,2.6722834591677897e-06,0.00019277259383873114,0.0,0.0,0.0,6.8044041355188e-07,6.442731626053725e-06,7.233883524137099e-07,2.8266023018820293e-06,0.0,0.0,0.0,0.0,7.439474644868825e-06,0.0,5.876569663126109e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.294852848513702e-05,0.0,0.0,0.0,8.300661505915888e-07,0.0,7.49893614670373e-07,2.4908215001757454e-06,4.146517520092123e-06,0.0,0.0,9.912811141510067e-07,0.0,1.2751452494982398e-06,5.13550785968628e-06,7.44387354297822e-07,0.0,0.0,1.2709629620272861e-05,1.488990261896127e-06,0.00012668875127009997,2.496945306216203e-06,8.654829181868956e-07,0.0,2.3728103220040534e-05,9.967383001397983e-07,0.0,1.478581529502956e-06,3.0372171869156415e-06,0.0,0.0,0.0,9.920278539703035e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.615371187485363e-06,2.7254424927434164e-06,2.062744819467835e-06,0.0,0.0,2.196607248525366e-05,0.0,0.0,0.00016056703891546102,0.0,4.605028263153928e-06,0.0,9.955216689455641e-07,1.1888572693706268e-08,0.0003756947245217486,3.9800914347438696e-07,0.0,0.0,0.0,2.146186125093708e-08,0.0,0.0,1.5752307187081128e-06,3.5464628149619726e-06,0.0,3.7185941314324767e-06,2.051505959429104e-05,2.8234745523937497e-05,0.0001654765445922809,0.0,2.9025558872863112e-06,4.738747177937205e-05,0.0,0.0,0.0,0.0,4.761575692006356e-07,0.0,0.0,0.0,1.174256077468852e-06,7.702479614865689e-07,0.0,2.724252148987773e-05,0.0,0.0,0.0,4.301005701475628e-06,0.0,0.0,0.0,0.00036569850304650925,0.0,1.86304199298722e-06,8.566947677790106e-06,2.5836398766014916e-06,0.0,0.0,0.0,1.6653894154044843e-06,4.5400617113061055e-06,0.0,0.0,6.964434915779843e-07,0.0,3.539525112593825e-06,3.0930223086426573e-06,0.0,0.0,0.0,0.0,0.0,2.2867149699901346e-05,0.0,0.0,0.0,7.42844313110984e-07,7.556641843330111e-05,4.908234564801159e-06,0.0,5.729731206359588e-07,0.0,1.8065838606910646e-05,8.055837006077462e-07,0.0,2.8026013825341197e-05,0.0007260754305902335,8.570808510814696e-06,1.2478586522077215e-07,0.0,5.1313454032583975e-06,1.685296263557767e-07,1.870546877817403e-06,0.0,0.0,0.0,0.0,0.0,2.740140068449657e-06,1.2898782460498506e-06,6.454937342079992e-06,3.543598361966139e-06,2.749237270565414e-06,1.0752767056431172e-06,5.0738139323869625e-06,1.899960942688664e-06,2.3174644601525712e-07,0.0,3.7746020283738206e-06,3.3382943880818796e-07,0.0,0.0,2.206801620944673e-06,5.690259835286562e-07,1.9151780907457513e-06,1.2579345186548486e-05,2.8966474904455476e-05,5.885956688482408e-07,0.0,0.0,1.9961314604187485e-06,8.868187866129714e-08,3.8677084927204466e-06,0.0,1.4267573327916553e-06,0.0,4.950506112227194e-06,0.00018348610797080795,0.0,0.0,2.0982043530563797e-07,0.0,4.0162929339788336e-07,0.0,0.0,1.230768954395213e-05,2.5203028891558257e-06,2.4574155490759346e-05,0.0,0.0,7.201726395854662e-07,0.0,2.799865801697275e-07,0.0,0.0,4.980203076127073e-07,3.4166317920070314e-06,0.0,1.0607699354883477e-05,1.358359258163659e-06,2.5923532491901964e-05,0.0,2.0981561675880762e-07,6.302952897691217e-07,0.0,1.3369586832597785e-06,8.784232114307993e-07,3.6479943439633e-07,2.4698441841444853e-05,7.873725697561218e-07,1.775242214589611e-05,0.0,1.5939092244104295e-08,0.0002919950275663339,1.0680878890391727e-07,1.2533520872966546e-05,0.0,6.933321812431809e-06,7.494172210116464e-07,3.574576232219527e-06,0.0,2.817963041013798e-06
(成功)看DBModule,3.3678534323198383e-07,5.924728280403291e-07,0.0,0.0,1.3877444005840745e-06,6.064409892060051e-07,0.0,0.0,9.593550348444893e-08,0.0,1.5677452803079335e-06,1.7770880142229434e-08,3.4211398679679546e-06,1.0900659975208234e-06,3.5572675350039543e-06,0.0,0.0,4.45877556992276e-06,3.410760294643732e-07,0.0,0.0,0.0,2.7115923895787995e-06,1.0825115597758363e-08,0.0,0.0,1.694474667409767e-06,0.0,0.0,5.71896284169782e-07,0.0,0.0,6.513961004570356e-07,1.0176436160727714e-06,0.0,1.484349097658898e-05,0.0,1.78595273499047e-06,3.1205276246814313e-05,7.700805014084447e-05,0.0,0.0,0.0001256054281722564,0.0,5.510726131943969e-05,0.0,0.0,0.0,6.538827266511195e-07,0.0,0.0,0.0,0.0,0.0,0.0,7.840811299086493e-06,1.7285137330818713e-07,0.0,0.0,6.401250753400957e-07,0.0,2.8075587238457714e-07,0.0,0.0,0.0,5.360649401333856e-06,0.0,0.0,2.589211706191494e-06,1.4626711028261491e-06,2.9577556301132543e-06,0.0,0.0,0.0,1.0710236881830048e-06,0.0,5.678876055539595e-07,2.836735578503356e-06,0.0,0.0,0.0,0.0,0.0,1.4330245267342794e-06,0.0,1.1427455215236055e-05,0.0,3.617968879991199e-07,0.0,0.0,0.0,1.0433981748189978e-06,6.427840589625079e-07,0.0,0.0,0.0,0.0,1.8313459528936066e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.496225681508265e-06,5.164386938884999e-08,1.395070632899172e-06,0.0,0.0,0.00011728143891815673,0.0,0.0,2.5668183270490494e-06,1.3755442560247804e-06,0.0,0.0,0.0,1.2825912615898741e-06,0.0,0.0,8.358443988307508e-07,2.684534266669485e-06,0.00017813864390455234,0.0,1.7113454713929294e-06,0.0,0.0,0.0,2.706003618326988e-06,1.7994955326599748e-06,5.068047353022008e-07,8.648945806264021e-07,0.0,1.677055060005786e-06,7.366936115355701e-06,0.0,9.703604731251626e-07,0.0,0.00040052761990507017,0.0,4.314026760046293e-07,0.0,0.0,4.2164007451601185e-07,0.0,0.0,0.0,0.0,0.0,2.75466396147551e-06,3.3881184665270706e-06,0.0,6.0264371950339694e-05,0.0,6.3405505504172335e-06,0.0,8.3071061071414e-07,0.0,0.0,0.0,0.0,0.0,2.5730444405283995e-05,0.0,0.0,0.0,5.508194438501353e-07,3.094288950062574e-07,0.0,0.0,0.00012586015401651438,0.0,0.0,6.033378474822732e-07,1.5226998537712357e-05,0.0,2.953835057305705e-05,0.0,2.9607903164013893e-05,8.361937810504711e-07,9.990538416802348e-05,0.0,2.2405540334671965e-06,0.0,1.6485933517785553e-05,6.421786414357893e-07,0.0,0.0,1.184827863131777e-06,1.410488546711603e-06,0.0,6.780397465102901e-07,0.0,0.0,0.0,0.0,5.450732565458173e-07,0.0,0.0,0.0,0.00031343460736480864,2.3636463624083147e-06,1.427956918070605e-06,2.19516974515188e-06,0.0,0.0,5.657473339032925e-07,0.0,0.0,5.544285915975621e-05,2.872146223069195e-06,3.6913366908164144e-06,0.0,7.503293237604457e-06,0.0,0.00010931074607929242,2.440505790198312e-07,0.0,0.0,0.0,9.025182938853491e-07,1.4534355119872375e-05,0.0,0.0,0.0,1.2985717060578922e-06,3.911947649872459e-06,3.6622660703982643e-06,0.0,4.432720094435943e-05,0.0,3.358418865005873e-06,4.946430532277876e-05,0.0,0.0,0.0,1.3830645498455491e-07,0.0,0.0,0.0,0.0,0.0,1.0030590597936656e-06,0.0,0.0,0.0,1.088875528814094e-06,0.0,0.0,0.0,6.580587448678367e-05,3.39319137932046e-07,3.7084759871914034e-05,0.0,1.516160019898605e-06,4.919856893801355e-06,0.0,0.0,1.5080377532018446e-06,6.545931293141879e-07,0.0,1.2266231916734206e-06,2.264597997152879e-07,0.0,7.979361471315493e-07,0.0,9.198554931368735e-07,0.0,0.0,0.00012185183038704183,0.0,0.0,1.0958913061306254e-06,1.8728422612065566e-05,3.5612922705972107e-07,0.0,7.43453889418235e-07,1.1114259943771917e-07,8.900662488167309e-06,1.5132818266031767e-06,0.0,0.0,0.0,1.2027122130984869e-05,9.564937429948013e-07,0.0,4.303320948280764e-05,0.00011699916540166292,2.4971948023146143e-06,0.0,0.0,1.7774850952809153e-06,0.0,2.555873759941115e-06,3.0374689336078774e-08,0.0,1.4330361228694362e-06,0.0,0.0,0.0,9.032871573932311e-07,0.0,1.542158508196495e-07,0.0,0.0,1.2783943776249855e-06,0.0,0.0,6.161072911776554e-07,0.0,8.248062864365578e-07,0.0,0.0,1.2663843028439327e-06,0.0,0.0,2.169256379357738e-06,1.023205234407971e-05,8.907644320291983e-07,0.0,0.0,3.2699296757130654e-06,5.925985677978724e-07,1.0693062074235093e-05,0.0,0.0,0.0,7.639381001443012e-07,0.00013200761921416953,2.1747481508021375e-07,0.0,2.165499010147719e-06,0.0,0.0,0.0,0.0,3.4533936991068006e-06,0.0,2.9177065398214743e-06,0.0,8.528931883020096e-07,0.0,0.0,2.384682060296128e-07,0.0,0.0,0.0,7.306008613134521e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7286866836571193e-06,1.8591053637796811e-06,8.567870311273274e-08,0.0,4.9328546650737656e-06,0.0,2.8089113363094054e-06,0.00018488790988446455,3.6988636452163394e-07,0.00044330450770899317,6.290713686018816e-07,1.1241779513119622e-06,5.574734414364838e-07,0.0,0.0,4.2711729087896535e-06,5.908614731610838e-07,9.914728249431374e-07
*分類後結果,0.0,0.0,0.002374412794475217,6.201010723955903e-05,6.063470998732796e-05,0.0,0.0,0.00040437329917363397,0.0,0.0,0.00019713053007173307,0.0,0.00018327182153479198,0.0,0.0002222366411342856,0.0,0.0,0.00010802771611133592,0.0001445038942737487,0.0,7.428229439137891e-05,0.0,0.0001408122319079766,5.393882412159165e-05,0.0,0.0,0.0001255351560587449,6.849543285311534e-05,0.0,0.00020036623785597268,4.837801623014243e-05,0.0,3.48190975038226e-05,9.998693830458376e-06,0.0008604939293364672,0.0,3.723539315441866e-05,0.0001490303464410826,0.007732653148960692,0.0018435658774760583,0.0,0.0,0.007961129221765112,0.00010003432516854492,0.0033935117236684608,0.0,0.0,0.0007156775137632949,7.111194191871031e-05,8.792991114865119e-06,8.48465680937758e-05,0.0,0.00013103249995163115,1.209737362575466e-05,3.0462129698793135e-05,0.0013491453815002892,0.0,1.1270402617047402e-05,8.302748414297258e-05,5.414353445163948e-05,0.0,0.0,6.239591562721882e-05,0.0,0.0001973996171039765,0.0003835486126963223,0.0,0.0,0.0032546279303102455,0.0,0.0,5.758250143151103e-07,0.0,0.0012524364985627733,3.5336364056550366e-06,6.931252877916188e-06,3.3072387301132305e-05,5.717802406595291e-05,0.003925482239138815,0.0,0.0001360939858594155,0.0,4.148335243497185e-06,0.0,0.0,0.0,0.0,0.0002124332555024598,0.0008769874644375258,0.031720083118848795,0.0,0.0,3.3139540439361044e-05,0.0,0.0,0.005168731686116143,0.0,0.00011540862579926438,0.0,0.0,0.0,8.000646558007618e-05,0.00010935326816980232,0.0,0.0,0.0,0.0007984471405973465,0.00033017508525406476,0.000800965451676616,0.007739564649215616,7.020420005641304e-05,0.0,1.4327518355954871e-05,0.00019090033474885047,4.432989847754781e-05,0.00042624185031512983,0.0005713375837014541,0.0,0.00014695804280317744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027366250622921153,0.0,0.0,6.591872672817413e-05,0.0,7.15327151917166e-05,7.294782446609539e-05,2.130545411461165e-05,0.00016570265124253496,0.0,0.0,4.6533226638655186e-05,8.030125360047524e-05,0.0,0.0,7.684576940620251e-05,0.0001573576238949881,4.362797660069743e-05,0.0,0.0,0.00014204766301208584,0.0,0.0001564492068581759,0.0,8.926411694226257e-05,8.569744380925911e-05,0.00023570000990231859,0.00011786024879369592,0.0,0.0,0.0,0.0,4.411925741811024e-05,0.0,0.00014836032037156757,0.0,0.016390001179923386,0.0024116787724885137,0.0037365846445416816,0.0,0.0,0.0,3.717929211298335e-05,0.0,6.593713320808955e-05,0.0,0.0,0.0,7.404439609970666e-05,5.249559528331115e-05,0.0,0.0,0.0,0.0034925798479779548,0.0,0.0,0.0,5.77770872655464e-05,0.0,0.0,0.0009612040677675083,1.9085889952737214e-05,0.0,0.0,0.0,2.370691237049865e-06,0.0,4.259653671993662e-05,0.0,0.0,0.0,8.623556268946463e-05,0.00010552945805259252,0.0001252998256680367,5.559844618264044e-05,1.131897219508105e-05,0.010681732196648792,0.0,6.222893031655743e-05,0.00020586197380994138,1.153554174125767e-05,0.0,0.0,5.999411792081895e-05,0.0,0.0,0.0,0.00011044311650099437,0.0,0.0005785136177856488,7.643238454236293e-05,0.0019618997684580724,5.378343872777641e-05,0.0,0.0,0.0,0.0001766760903275642,0.0,7.017466994761915e-05,0.0,0.00045662122003982164,0.00020239583789921677,0.00010370392746874054,0.0,0.0002069948070866333,0.0,7.897343961487696e-05,0.00013268106126154895,0.0,0.0,5.310074437066936e-05,0.0,0.00017168108637597056,0.0,0.0,0.0,0.0,7.52793950448663e-05,3.8278945066945954e-05,0.0,0.007245744398921543,0.006509846332148536,0.0,0.0,0.0,1.7590446962272003e-05,0.5064482829990132,2.962800715709872e-05,0.0,8.999014278113439e-05,0.0001324433464719822,0.00010157218068237265,0.0,0.00020930643839037219,0.00022450804065911946,0.00011414981239025521,0.0,0.0,0.00010253291293238659,0.0007365387348530758,0.0,0.00016302108926775138,0.00027884232150044363,0.0,0.00024624163231803047,0.0,0.0,0.0,0.0,0.0008796889544124305,0.00019969781782602455,0.0,0.00015523834059828312,1.988343293634432e-06,0.0,0.000535693848845912,0.0,0.00015472959858960948,0.0,0.0006292477246203075,0.0,0.0,0.003020231259117421,0.0,0.00011458257971559014,0.0,9.172103420869351e-05,0.0,5.9630168913397765e-05,9.209578870355504e-05,1.4863653572446978e-05,5.547265284946386e-05,0.0,6.211479613016056e-06,0.0,0.0003970068831185184,5.901559435920567e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00010800791885448543,0.00030384535459698677,0.0,2.0336617071992956e-05,3.2618353069721434e-05,0.0,0.00010843308925996529,0.0,0.0,0.0,0.0,0.0,0.00013305078901573088,0.0002519282313786844,0.00014456901183621651,0.0,0.0014371253143879558,0.0,0.0,0.0,0.0,0.0,0.00027129707243625495,5.728456084565626e-07,0.0,0.005085952061804838,3.3595054577423696e-05,0.0,8.077469643215891e-05,0.0,0.0,0.0,0.0,0.00011441161882830847,1.0113562123199372e-05,8.006945429866236e-05,0.0,4.997670865096017e-05,4.220182110017602e-05,4.376914994658418e-05,0.0007364119782944652,0.00018321966324966112,0.0,0.0003390146359770887,0.0,7.147916136350964e-05,0.0,0.00015814858562573475,0.0006756152859577884,6.392780344915992e-05,0.0,0.0,0.0,5.7246702157786674e-05,0.0,0.0,1.6284831631033086e-05,0.01569829967323896,6.929053223658402e-05,0.0,4.8273370922725386e-05,0.0,0.0002835571583397484,0.0005774165330463591,5.3665788926244484e-05,2.984200363758565e-05
